dataset,architecture,seed,epoch,layer,criterion,criterion_group,neuron_index,score
MNIST,medium,44,10,a1,output_weight_norm,baseline,239,1.0353760719299316
MNIST,medium,44,10,a1,output_weight_norm,baseline,240,1.2602949142456055
MNIST,medium,44,10,a1,output_weight_norm,baseline,241,1.0823930501937866
MNIST,medium,44,10,a1,output_weight_norm,baseline,242,0.9321035146713257
MNIST,medium,44,10,a1,output_weight_norm,baseline,243,0.8922853469848633
MNIST,medium,44,10,a1,output_weight_norm,baseline,244,0.6842737793922424
MNIST,medium,44,10,a1,output_weight_norm,baseline,245,1.2531994581222534
MNIST,medium,44,10,a1,output_weight_norm,baseline,246,1.0685830116271973
MNIST,medium,44,10,a1,output_weight_norm,baseline,247,0.6777836084365845
MNIST,medium,44,10,a1,output_weight_norm,baseline,248,1.1982076168060303
MNIST,medium,44,10,a1,output_weight_norm,baseline,249,0.9405480623245239
MNIST,medium,44,10,a1,output_weight_norm,baseline,250,1.33407723903656
MNIST,medium,44,10,a1,output_weight_norm,baseline,251,0.40428057312965393
MNIST,medium,44,10,a1,output_weight_norm,baseline,252,1.2588602304458618
MNIST,medium,44,10,a1,output_weight_norm,baseline,253,0.9355223178863525
MNIST,medium,44,10,a1,output_weight_norm,baseline,254,0.9084506034851074
MNIST,medium,44,10,a1,output_weight_norm,baseline,255,0.9416865110397339
MNIST,medium,44,10,a1,output_weight_norm,baseline,256,0.9826583862304688
MNIST,medium,44,10,a1,output_weight_norm,baseline,257,1.1501011848449707
MNIST,medium,44,10,a1,output_weight_norm,baseline,258,0.9745581746101379
MNIST,medium,44,10,a1,output_weight_norm,baseline,259,0.8098033666610718
MNIST,medium,44,10,a1,output_weight_norm,baseline,260,1.104556679725647
MNIST,medium,44,10,a1,output_weight_norm,baseline,261,0.40704160928726196
MNIST,medium,44,10,a1,output_weight_norm,baseline,262,0.916438102722168
MNIST,medium,44,10,a1,output_weight_norm,baseline,263,0.8481509685516357
MNIST,medium,44,10,a1,output_weight_norm,baseline,264,1.0705748796463013
MNIST,medium,44,10,a1,output_weight_norm,baseline,265,0.8520593047142029
MNIST,medium,44,10,a1,output_weight_norm,baseline,266,0.6601937413215637
MNIST,medium,44,10,a1,output_weight_norm,baseline,267,1.1862128973007202
MNIST,medium,44,10,a1,output_weight_norm,baseline,268,1.0195683240890503
MNIST,medium,44,10,a1,output_weight_norm,baseline,269,1.413535475730896
MNIST,medium,44,10,a1,output_weight_norm,baseline,270,0.9668455123901367
MNIST,medium,44,10,a1,output_weight_norm,baseline,271,1.400923728942871
MNIST,medium,44,10,a1,output_weight_norm,baseline,272,1.133232593536377
MNIST,medium,44,10,a1,output_weight_norm,baseline,273,1.13591468334198
MNIST,medium,44,10,a1,output_weight_norm,baseline,274,1.0239485502243042
MNIST,medium,44,10,a1,output_weight_norm,baseline,275,0.8930777311325073
MNIST,medium,44,10,a1,output_weight_norm,baseline,276,1.040114402770996
MNIST,medium,44,10,a1,output_weight_norm,baseline,277,1.0838507413864136
MNIST,medium,44,10,a1,output_weight_norm,baseline,278,0.4455496072769165
MNIST,medium,44,10,a1,output_weight_norm,baseline,279,1.6609052419662476
MNIST,medium,44,10,a1,output_weight_norm,baseline,280,0.9150180816650391
MNIST,medium,44,10,a1,output_weight_norm,baseline,281,1.1048460006713867
MNIST,medium,44,10,a1,output_weight_norm,baseline,282,1.1777044534683228
MNIST,medium,44,10,a1,output_weight_norm,baseline,283,0.7022343873977661
MNIST,medium,44,10,a1,output_weight_norm,baseline,284,0.5897274017333984
MNIST,medium,44,10,a1,output_weight_norm,baseline,285,1.185001015663147
MNIST,medium,44,10,a1,output_weight_norm,baseline,286,0.8677175045013428
MNIST,medium,44,10,a1,output_weight_norm,baseline,287,1.0214768648147583
MNIST,medium,44,10,a1,output_weight_norm,baseline,288,1.5693820714950562
MNIST,medium,44,10,a1,output_weight_norm,baseline,289,1.3410601615905762
MNIST,medium,44,10,a1,output_weight_norm,baseline,290,0.9830415844917297
MNIST,medium,44,10,a1,output_weight_norm,baseline,291,1.0067110061645508
MNIST,medium,44,10,a1,output_weight_norm,baseline,292,0.9089788794517517
MNIST,medium,44,10,a1,output_weight_norm,baseline,293,0.9580022096633911
MNIST,medium,44,10,a1,output_weight_norm,baseline,294,0.9682031273841858
MNIST,medium,44,10,a1,output_weight_norm,baseline,295,1.1453136205673218
MNIST,medium,44,10,a1,output_weight_norm,baseline,296,0.8522500395774841
MNIST,medium,44,10,a1,output_weight_norm,baseline,297,1.1237685680389404
MNIST,medium,44,10,a1,output_weight_norm,baseline,298,0.7707988619804382
MNIST,medium,44,10,a1,output_weight_norm,baseline,299,0.9085645079612732
MNIST,medium,44,10,a1,output_weight_norm,baseline,300,1.0655262470245361
MNIST,medium,44,10,a1,output_weight_norm,baseline,301,1.2076183557510376
MNIST,medium,44,10,a1,output_weight_norm,baseline,302,1.0861183404922485
MNIST,medium,44,10,a1,output_weight_norm,baseline,303,0.7733110785484314
MNIST,medium,44,10,a1,output_weight_norm,baseline,304,1.0642489194869995
MNIST,medium,44,10,a1,output_weight_norm,baseline,305,1.060446858406067
MNIST,medium,44,10,a1,output_weight_norm,baseline,306,1.0155119895935059
MNIST,medium,44,10,a1,output_weight_norm,baseline,307,1.1816682815551758
MNIST,medium,44,10,a1,output_weight_norm,baseline,308,1.2742362022399902
MNIST,medium,44,10,a1,output_weight_norm,baseline,309,0.9663605690002441
MNIST,medium,44,10,a1,output_weight_norm,baseline,310,0.4066789150238037
MNIST,medium,44,10,a1,output_weight_norm,baseline,311,0.42064476013183594
MNIST,medium,44,10,a1,output_weight_norm,baseline,312,0.7611924409866333
MNIST,medium,44,10,a1,output_weight_norm,baseline,313,0.8870769739151001
MNIST,medium,44,10,a1,output_weight_norm,baseline,314,1.3296819925308228
MNIST,medium,44,10,a1,output_weight_norm,baseline,315,0.8022300601005554
MNIST,medium,44,10,a1,output_weight_norm,baseline,316,1.0008926391601562
MNIST,medium,44,10,a1,output_weight_norm,baseline,317,0.8089131712913513
MNIST,medium,44,10,a1,output_weight_norm,baseline,318,0.9381101727485657
MNIST,medium,44,10,a1,output_weight_norm,baseline,319,1.168916940689087
MNIST,medium,44,10,a1,output_weight_norm,baseline,320,0.42722055315971375
MNIST,medium,44,10,a1,output_weight_norm,baseline,321,0.6455085277557373
MNIST,medium,44,10,a1,output_weight_norm,baseline,322,1.2289364337921143
MNIST,medium,44,10,a1,output_weight_norm,baseline,323,1.08794105052948
MNIST,medium,44,10,a1,output_weight_norm,baseline,324,1.161604404449463
MNIST,medium,44,10,a1,output_weight_norm,baseline,325,1.0719515085220337
MNIST,medium,44,10,a1,output_weight_norm,baseline,326,1.0347187519073486
MNIST,medium,44,10,a1,output_weight_norm,baseline,327,0.7340725660324097
MNIST,medium,44,10,a1,output_weight_norm,baseline,328,1.2774677276611328
MNIST,medium,44,10,a1,output_weight_norm,baseline,329,1.1678228378295898
MNIST,medium,44,10,a1,output_weight_norm,baseline,330,1.2348928451538086
MNIST,medium,44,10,a1,output_weight_norm,baseline,331,0.9959034323692322
MNIST,medium,44,10,a1,output_weight_norm,baseline,332,0.9421868324279785
MNIST,medium,44,10,a1,output_weight_norm,baseline,333,0.5051087737083435
MNIST,medium,44,10,a1,output_weight_norm,baseline,334,1.1154179573059082
MNIST,medium,44,10,a1,output_weight_norm,baseline,335,1.0408798456192017
MNIST,medium,44,10,a1,output_weight_norm,baseline,336,0.42755740880966187
MNIST,medium,44,10,a1,output_weight_norm,baseline,337,0.9261988997459412
