dataset,architecture,seed,epoch,layer,criterion,criterion_group,reference_criterion,spearman,topk_jaccard,topk_ratio
MNIST,deep,43,10,a1,output_weight_norm,baseline,activation_fisher,0.6706787740137601,0.3888888888888889,0.05
MNIST,deep,43,10,a1,output_weight_norm,baseline,activation_fisher,0.6706787740137601,0.6721311475409836,0.1
MNIST,deep,43,10,a1,output_weight_norm,baseline,activation_fisher,0.6706787740137601,0.59375,0.2
MNIST,deep,43,10,a2,output_weight_norm,baseline,activation_fisher,0.5144039914367434,0.25,0.05
MNIST,deep,43,10,a2,output_weight_norm,baseline,activation_fisher,0.5144039914367434,0.2289156626506024,0.1
MNIST,deep,43,10,a2,output_weight_norm,baseline,activation_fisher,0.5144039914367434,0.3161290322580645,0.2
MNIST,deep,43,10,a3,output_weight_norm,baseline,activation_fisher,0.4192297818411197,0.6,0.05
MNIST,deep,43,10,a3,output_weight_norm,baseline,activation_fisher,0.4192297818411197,0.47058823529411764,0.1
MNIST,deep,43,10,a3,output_weight_norm,baseline,activation_fisher,0.4192297818411197,0.36,0.2
MNIST,deep,43,10,a4,output_weight_norm,baseline,activation_fisher,0.48920890089613733,0.5,0.05
MNIST,deep,43,10,a4,output_weight_norm,baseline,activation_fisher,0.48920890089613733,0.35135135135135137,0.1
MNIST,deep,43,10,a4,output_weight_norm,baseline,activation_fisher,0.48920890089613733,0.36,0.2
MNIST,deep,43,10,a5,output_weight_norm,baseline,activation_fisher,0.2653988503789484,0.3333333333333333,0.05
MNIST,deep,43,10,a5,output_weight_norm,baseline,activation_fisher,0.2653988503789484,0.5,0.1
MNIST,deep,43,10,a5,output_weight_norm,baseline,activation_fisher,0.2653988503789484,0.28205128205128205,0.2
MNIST,deep,43,10,a6,output_weight_norm,baseline,activation_fisher,0.009935897435897435,0.2,0.05
MNIST,deep,43,10,a6,output_weight_norm,baseline,activation_fisher,0.009935897435897435,0.2,0.1
MNIST,deep,43,10,a6,output_weight_norm,baseline,activation_fisher,0.009935897435897435,0.2,0.2
MNIST,deep,43,10,a1,mean_activation,baseline,activation_fisher,0.814956326580427,0.42857142857142855,0.05
MNIST,deep,43,10,a1,mean_activation,baseline,activation_fisher,0.814956326580427,0.8214285714285714,0.1
MNIST,deep,43,10,a1,mean_activation,baseline,activation_fisher,0.814956326580427,0.7586206896551724,0.2
MNIST,deep,43,10,a2,mean_activation,baseline,activation_fisher,0.7074780374592994,0.7241379310344828,0.05
MNIST,deep,43,10,a2,mean_activation,baseline,activation_fisher,0.7074780374592994,0.4782608695652174,0.1
MNIST,deep,43,10,a2,mean_activation,baseline,activation_fisher,0.7074780374592994,0.5338345864661654,0.2
MNIST,deep,43,10,a3,mean_activation,baseline,activation_fisher,0.7411635926567173,0.7142857142857143,0.05
MNIST,deep,43,10,a3,mean_activation,baseline,activation_fisher,0.7411635926567173,0.9230769230769231,0.1
MNIST,deep,43,10,a3,mean_activation,baseline,activation_fisher,0.7411635926567173,0.5692307692307692,0.2
MNIST,deep,43,10,a4,mean_activation,baseline,activation_fisher,0.6685051296586725,0.7142857142857143,0.05
MNIST,deep,43,10,a4,mean_activation,baseline,activation_fisher,0.6685051296586725,0.5151515151515151,0.1
MNIST,deep,43,10,a4,mean_activation,baseline,activation_fisher,0.6685051296586725,0.5223880597014925,0.2
MNIST,deep,43,10,a5,mean_activation,baseline,activation_fisher,0.6097681104639509,0.3333333333333333,0.05
MNIST,deep,43,10,a5,mean_activation,baseline,activation_fisher,0.6097681104639509,1.0,0.1
MNIST,deep,43,10,a5,mean_activation,baseline,activation_fisher,0.6097681104639509,0.6129032258064516,0.2
MNIST,deep,43,10,a6,mean_activation,baseline,activation_fisher,0.575,0.2,0.05
MNIST,deep,43,10,a6,mean_activation,baseline,activation_fisher,0.575,0.5,0.1
MNIST,deep,43,10,a6,mean_activation,baseline,activation_fisher,0.575,0.5,0.2
MNIST,deep,43,10,a1,firing_rate,baseline,activation_fisher,0.7855665699697639,0.3888888888888889,0.05
MNIST,deep,43,10,a1,firing_rate,baseline,activation_fisher,0.7855665699697639,0.8214285714285714,0.1
MNIST,deep,43,10,a1,firing_rate,baseline,activation_fisher,0.7855665699697639,0.7,0.2
MNIST,deep,43,10,a2,firing_rate,baseline,activation_fisher,0.5361851543925661,0.6666666666666666,0.05
MNIST,deep,43,10,a2,firing_rate,baseline,activation_fisher,0.5361851543925661,0.5,0.1
MNIST,deep,43,10,a2,firing_rate,baseline,activation_fisher,0.5361851543925661,0.4068965517241379,0.2
MNIST,deep,43,10,a3,firing_rate,baseline,activation_fisher,0.5128619445460194,0.8461538461538461,0.05
MNIST,deep,43,10,a3,firing_rate,baseline,activation_fisher,0.5128619445460194,0.9230769230769231,0.1
MNIST,deep,43,10,a3,firing_rate,baseline,activation_fisher,0.5128619445460194,0.5,0.2
MNIST,deep,43,10,a4,firing_rate,baseline,activation_fisher,0.4616292517579514,0.7142857142857143,0.05
MNIST,deep,43,10,a4,firing_rate,baseline,activation_fisher,0.4616292517579514,0.47058823529411764,0.1
MNIST,deep,43,10,a4,firing_rate,baseline,activation_fisher,0.4616292517579514,0.4166666666666667,0.2
MNIST,deep,43,10,a5,firing_rate,baseline,activation_fisher,0.5580090088856194,0.5,0.05
MNIST,deep,43,10,a5,firing_rate,baseline,activation_fisher,0.5580090088856194,1.0,0.1
MNIST,deep,43,10,a5,firing_rate,baseline,activation_fisher,0.5580090088856194,0.5625,0.2
MNIST,deep,43,10,a6,firing_rate,baseline,activation_fisher,0.4403360964367149,0.2,0.05
MNIST,deep,43,10,a6,firing_rate,baseline,activation_fisher,0.4403360964367149,0.3333333333333333,0.1
MNIST,deep,43,10,a6,firing_rate,baseline,activation_fisher,0.4403360964367149,0.4117647058823529,0.2
