dataset,architecture,seed,epoch,layer,criterion,criterion_group,reference_criterion,spearman,topk_jaccard,topk_ratio
MNIST,medium,43,10,a1,output_weight_norm,baseline,activation_fisher,0.6262263955789796,0.5151515151515151,0.05
MNIST,medium,43,10,a1,output_weight_norm,baseline,activation_fisher,0.6262263955789796,0.7894736842105263,0.1
MNIST,medium,43,10,a1,output_weight_norm,baseline,activation_fisher,0.6262263955789796,0.5692307692307692,0.2
MNIST,medium,43,10,a2,output_weight_norm,baseline,activation_fisher,0.5024333615403128,0.4117647058823529,0.05
MNIST,medium,43,10,a2,output_weight_norm,baseline,activation_fisher,0.5024333615403128,0.3157894736842105,0.1
MNIST,medium,43,10,a2,output_weight_norm,baseline,activation_fisher,0.5024333615403128,0.3972602739726027,0.2
MNIST,medium,43,10,a3,output_weight_norm,baseline,activation_fisher,0.36868458550197075,0.2,0.05
MNIST,medium,43,10,a3,output_weight_norm,baseline,activation_fisher,0.36868458550197075,0.3333333333333333,0.1
MNIST,medium,43,10,a3,output_weight_norm,baseline,activation_fisher,0.36868458550197075,0.3157894736842105,0.2
MNIST,medium,43,10,a4,output_weight_norm,baseline,activation_fisher,0.05444139194139194,0.0,0.05
MNIST,medium,43,10,a4,output_weight_norm,baseline,activation_fisher,0.05444139194139194,0.0,0.1
MNIST,medium,43,10,a4,output_weight_norm,baseline,activation_fisher,0.05444139194139194,0.09090909090909091,0.2
MNIST,medium,43,10,a1,mean_activation,baseline,activation_fisher,0.7317922064632837,0.47058823529411764,0.05
MNIST,medium,43,10,a1,mean_activation,baseline,activation_fisher,0.7317922064632837,0.8888888888888888,0.1
MNIST,medium,43,10,a1,mean_activation,baseline,activation_fisher,0.7317922064632837,0.7,0.2
MNIST,medium,43,10,a2,mean_activation,baseline,activation_fisher,0.6282598930511883,1.0,0.05
MNIST,medium,43,10,a2,mean_activation,baseline,activation_fisher,0.6282598930511883,0.5625,0.1
MNIST,medium,43,10,a2,mean_activation,baseline,activation_fisher,0.6282598930511883,0.4782608695652174,0.2
MNIST,medium,43,10,a3,mean_activation,baseline,activation_fisher,0.5441087267525035,1.0,0.05
MNIST,medium,43,10,a3,mean_activation,baseline,activation_fisher,0.5441087267525035,0.3333333333333333,0.1
MNIST,medium,43,10,a3,mean_activation,baseline,activation_fisher,0.5441087267525035,0.35135135135135137,0.2
MNIST,medium,43,10,a4,mean_activation,baseline,activation_fisher,0.5812271062271063,0.0,0.05
MNIST,medium,43,10,a4,mean_activation,baseline,activation_fisher,0.5812271062271063,0.2,0.1
MNIST,medium,43,10,a4,mean_activation,baseline,activation_fisher,0.5812271062271063,0.2631578947368421,0.2
MNIST,medium,43,10,a1,firing_rate,baseline,activation_fisher,0.6647839086782225,0.5151515151515151,0.05
MNIST,medium,43,10,a1,firing_rate,baseline,activation_fisher,0.6647839086782225,0.9245283018867925,0.1
MNIST,medium,43,10,a1,firing_rate,baseline,activation_fisher,0.6647839086782225,0.7142857142857143,0.2
MNIST,medium,43,10,a2,firing_rate,baseline,activation_fisher,0.36225972832277625,0.8461538461538461,0.05
MNIST,medium,43,10,a2,firing_rate,baseline,activation_fisher,0.36225972832277625,0.5625,0.1
MNIST,medium,43,10,a2,firing_rate,baseline,activation_fisher,0.36225972832277625,0.3076923076923077,0.2
MNIST,medium,43,10,a3,firing_rate,baseline,activation_fisher,0.15795098351143042,0.3333333333333333,0.05
MNIST,medium,43,10,a3,firing_rate,baseline,activation_fisher,0.15795098351143042,0.2,0.1
MNIST,medium,43,10,a3,firing_rate,baseline,activation_fisher,0.15795098351143042,0.21951219512195122,0.2
MNIST,medium,43,10,a4,firing_rate,baseline,activation_fisher,0.4028572741070262,0.0,0.05
MNIST,medium,43,10,a4,firing_rate,baseline,activation_fisher,0.4028572741070262,0.2,0.1
MNIST,medium,43,10,a4,firing_rate,baseline,activation_fisher,0.4028572741070262,0.2,0.2
MNIST,medium,43,10,a1,activation_variance,baseline,activation_fisher,0.7522129141879463,0.42857142857142855,0.05
MNIST,medium,43,10,a1,activation_variance,baseline,activation_fisher,0.7522129141879463,0.8888888888888888,0.1
MNIST,medium,43,10,a1,activation_variance,baseline,activation_fisher,0.7522129141879463,0.6859504132231405,0.2
MNIST,medium,43,10,a2,activation_variance,baseline,activation_fisher,0.6951214976266977,1.0,0.05
MNIST,medium,43,10,a2,activation_variance,baseline,activation_fisher,0.6951214976266977,0.6129032258064516,0.1
MNIST,medium,43,10,a2,activation_variance,baseline,activation_fisher,0.6951214976266977,0.43661971830985913,0.2
MNIST,medium,43,10,a3,activation_variance,baseline,activation_fisher,0.6622660944206008,0.7142857142857143,0.05
MNIST,medium,43,10,a3,activation_variance,baseline,activation_fisher,0.6622660944206008,0.5,0.1
MNIST,medium,43,10,a3,activation_variance,baseline,activation_fisher,0.6622660944206008,0.42857142857142855,0.2
MNIST,medium,43,10,a4,activation_variance,baseline,activation_fisher,0.5366758241758242,0.0,0.05
MNIST,medium,43,10,a4,activation_variance,baseline,activation_fisher,0.5366758241758242,0.09090909090909091,0.1
MNIST,medium,43,10,a4,activation_variance,baseline,activation_fisher,0.5366758241758242,0.3333333333333333,0.2
MNIST,medium,43,10,a1,class_selectivity,loss_free,activation_fisher,0.6682990113980286,0.5151515151515151,0.05
MNIST,medium,43,10,a1,class_selectivity,loss_free,activation_fisher,0.6682990113980286,0.8888888888888888,0.1
MNIST,medium,43,10,a1,class_selectivity,loss_free,activation_fisher,0.6682990113980286,0.632,0.2
MNIST,medium,43,10,a2,class_selectivity,loss_free,activation_fisher,0.6068214916183375,1.0,0.05
MNIST,medium,43,10,a2,class_selectivity,loss_free,activation_fisher,0.6068214916183375,0.6129032258064516,0.1
MNIST,medium,43,10,a2,class_selectivity,loss_free,activation_fisher,0.6068214916183375,0.4166666666666667,0.2
MNIST,medium,43,10,a3,class_selectivity,loss_free,activation_fisher,0.555244635193133,0.5,0.05
MNIST,medium,43,10,a3,class_selectivity,loss_free,activation_fisher,0.555244635193133,0.2631578947368421,0.1
MNIST,medium,43,10,a3,class_selectivity,loss_free,activation_fisher,0.555244635193133,0.25,0.2
MNIST,medium,43,10,a4,class_selectivity,loss_free,activation_fisher,0.3618131868131868,0.2,0.05
MNIST,medium,43,10,a4,class_selectivity,loss_free,activation_fisher,0.3618131868131868,0.09090909090909091,0.1
MNIST,medium,43,10,a4,class_selectivity,loss_free,activation_fisher,0.3618131868131868,0.14285714285714285,0.2
MNIST,medium,43,10,a1,redundancy,loss_free,activation_fisher,-0.4386814003442186,0.0,0.05
MNIST,medium,43,10,a1,redundancy,loss_free,activation_fisher,-0.4386814003442186,0.0,0.1
MNIST,medium,43,10,a1,redundancy,loss_free,activation_fisher,-0.4386814003442186,0.030303030303030304,0.2
MNIST,medium,43,10,a2,redundancy,loss_free,activation_fisher,-0.3870176772699393,0.0,0.05
