dataset,architecture,seed,epoch,train_loss,train_accuracy,validation_accuracy,test_accuracy,validation_loss,test_loss,calibration_size,epoch_time_seconds
FashionMNIST,small,42,1,0.5481925032160304,0.8022397397397397,0.8498,0.8408,0.4137719597816467,0.4342865584373474,2048,2.7962544600013644
FashionMNIST,small,42,2,0.39191773058495444,0.8567525859192526,0.8609,0.8526,0.38543623790740966,0.40519063963890073,2048,2.549386398983188
FashionMNIST,small,42,3,0.35453537121430057,0.8703495161828495,0.8762,0.869,0.3348742778778076,0.3608732212305069,2048,2.687440810026601
FashionMNIST,small,42,4,0.3327412818883871,0.8774190857524191,0.8762,0.8664,0.3356809812545776,0.3622444962501526,2048,2.618270462960936
FashionMNIST,small,42,5,0.3173112752221209,0.8851142809476142,0.8835,0.8772,0.32044509372711183,0.34764775562286376,2048,2.32436939899344
FashionMNIST,small,42,6,0.30005111664901546,0.8871996996996997,0.8838,0.8766,0.321286886882782,0.34633969411849974,2048,2.539484721957706
FashionMNIST,small,42,7,0.29012715159195995,0.8906823490156823,0.8878,0.8765,0.3145321367263794,0.33626099261045456,2048,2.5889245480066165
FashionMNIST,small,42,8,0.2802517053820031,0.8943943943943944,0.8833,0.8748,0.31599868822097776,0.34007066621780396,2048,2.6167087260400876
FashionMNIST,small,42,9,0.2715532510905891,0.8970428762095429,0.8889,0.8819,0.3096085475921631,0.33350116658210754,2048,2.586009683087468
FashionMNIST,small,42,10,0.2640780169724384,0.9009426092759426,0.89,0.8782,0.30212865200042727,0.3317714294552803,2048,2.6622114300262183
