dataset,architecture,seed,epoch,layer,criterion,criterion_group,reference_criterion,spearman,topk_jaccard,topk_ratio
MNIST,deep,42,10,a3,redundancy,loss_free,activation_fisher,-0.1678866317786753,0.0,0.05
MNIST,deep,42,10,a3,redundancy,loss_free,activation_fisher,-0.1678866317786753,0.0,0.1
MNIST,deep,42,10,a3,redundancy,loss_free,activation_fisher,-0.1678866317786753,0.0625,0.2
MNIST,deep,42,10,a4,redundancy,loss_free,activation_fisher,-0.1926049667241122,0.0,0.05
MNIST,deep,42,10,a4,redundancy,loss_free,activation_fisher,-0.1926049667241122,0.0,0.1
MNIST,deep,42,10,a4,redundancy,loss_free,activation_fisher,-0.1926049667241122,0.0967741935483871,0.2
MNIST,deep,42,10,a5,redundancy,loss_free,activation_fisher,-0.026785944342702515,0.0,0.05
MNIST,deep,42,10,a5,redundancy,loss_free,activation_fisher,-0.026785944342702515,0.0,0.1
MNIST,deep,42,10,a5,redundancy,loss_free,activation_fisher,-0.026785944342702515,0.1111111111111111,0.2
MNIST,deep,42,10,a6,redundancy,loss_free,activation_fisher,-0.20954409549423797,0.0,0.05
MNIST,deep,42,10,a6,redundancy,loss_free,activation_fisher,-0.20954409549423797,0.0,0.1
MNIST,deep,42,10,a6,redundancy,loss_free,activation_fisher,-0.20954409549423797,0.2,0.2
MNIST,deep,42,10,a1,hebbian,loss_free,activation_fisher,0.851726575781279,0.28205128205128205,0.05
MNIST,deep,42,10,a1,hebbian,loss_free,activation_fisher,0.851726575781279,0.7288135593220338,0.1
MNIST,deep,42,10,a1,hebbian,loss_free,activation_fisher,0.851726575781279,0.8214285714285714,0.2
MNIST,deep,42,10,a2,hebbian,loss_free,activation_fisher,0.6861040396028504,0.5151515151515151,0.05
MNIST,deep,42,10,a2,hebbian,loss_free,activation_fisher,0.6861040396028504,0.4782608695652174,0.1
MNIST,deep,42,10,a2,hebbian,loss_free,activation_fisher,0.6861040396028504,0.45714285714285713,0.2
MNIST,deep,42,10,a3,hebbian,loss_free,activation_fisher,0.5735780653920742,1.0,0.05
MNIST,deep,42,10,a3,hebbian,loss_free,activation_fisher,0.5735780653920742,0.8518518518518519,0.1
MNIST,deep,42,10,a3,hebbian,loss_free,activation_fisher,0.5735780653920742,0.5454545454545454,0.2
MNIST,deep,42,10,a4,hebbian,loss_free,activation_fisher,0.6488663532528935,0.8461538461538461,0.05
MNIST,deep,42,10,a4,hebbian,loss_free,activation_fisher,0.6488663532528935,0.9230769230769231,0.1
MNIST,deep,42,10,a4,hebbian,loss_free,activation_fisher,0.6488663532528935,0.6190476190476191,0.2
MNIST,deep,42,10,a5,hebbian,loss_free,activation_fisher,0.5747168223416224,0.5,0.05
MNIST,deep,42,10,a5,hebbian,loss_free,activation_fisher,0.5747168223416224,0.8461538461538461,0.1
MNIST,deep,42,10,a5,hebbian,loss_free,activation_fisher,0.5747168223416224,0.3888888888888889,0.2
MNIST,deep,42,10,a6,hebbian,loss_free,activation_fisher,0.33095238095238094,1.0,0.05
MNIST,deep,42,10,a6,hebbian,loss_free,activation_fisher,0.33095238095238094,0.3333333333333333,0.1
MNIST,deep,42,10,a6,hebbian,loss_free,activation_fisher,0.33095238095238094,0.2,0.2
MNIST,deep,42,10,a1,weight_fisher,loss_aware,activation_fisher,0.941572425513561,0.28205128205128205,0.05
MNIST,deep,42,10,a1,weight_fisher,loss_aware,activation_fisher,0.941572425513561,0.7,0.1
MNIST,deep,42,10,a1,weight_fisher,loss_aware,activation_fisher,0.941572425513561,0.8888888888888888,0.2
MNIST,deep,42,10,a2,weight_fisher,loss_aware,activation_fisher,0.9245085529623571,0.8518518518518519,0.05
MNIST,deep,42,10,a2,weight_fisher,loss_aware,activation_fisher,0.9245085529623571,0.7894736842105263,0.1
MNIST,deep,42,10,a2,weight_fisher,loss_aware,activation_fisher,0.9245085529623571,0.7586206896551724,0.2
MNIST,deep,42,10,a3,weight_fisher,loss_aware,activation_fisher,0.9471299493467874,1.0,0.05
MNIST,deep,42,10,a3,weight_fisher,loss_aware,activation_fisher,0.9471299493467874,0.8518518518518519,0.1
MNIST,deep,42,10,a3,weight_fisher,loss_aware,activation_fisher,0.9471299493467874,0.7894736842105263,0.2
MNIST,deep,42,10,a4,weight_fisher,loss_aware,activation_fisher,0.9726559186999376,1.0,0.05
MNIST,deep,42,10,a4,weight_fisher,loss_aware,activation_fisher,0.9726559186999376,0.9230769230769231,0.1
MNIST,deep,42,10,a4,weight_fisher,loss_aware,activation_fisher,0.9726559186999376,0.8545454545454545,0.2
MNIST,deep,42,10,a5,weight_fisher,loss_aware,activation_fisher,0.9425085661778387,0.2,0.05
MNIST,deep,42,10,a5,weight_fisher,loss_aware,activation_fisher,0.9425085661778387,1.0,0.1
MNIST,deep,42,10,a5,weight_fisher,loss_aware,activation_fisher,0.9425085661778387,0.8518518518518519,0.2
MNIST,deep,42,10,a6,weight_fisher,loss_aware,activation_fisher,0.7166666666666667,0.5,0.05
MNIST,deep,42,10,a6,weight_fisher,loss_aware,activation_fisher,0.7166666666666667,0.3333333333333333,0.1
MNIST,deep,42,10,a6,weight_fisher,loss_aware,activation_fisher,0.7166666666666667,0.6,0.2
