dataset,architecture,seed,epoch,layer,criterion,criterion_group,reference_criterion,spearman,topk_jaccard,topk_ratio
FashionMNIST,small,43,10,a1,output_weight_norm,baseline,activation_fisher,0.25865544174868393,0.09090909090909091,0.05
FashionMNIST,small,43,10,a1,output_weight_norm,baseline,activation_fisher,0.25865544174868393,0.13636363636363635,0.1
FashionMNIST,small,43,10,a1,output_weight_norm,baseline,activation_fisher,0.25865544174868393,0.25925925925925924,0.2
FashionMNIST,small,43,10,a2,output_weight_norm,baseline,activation_fisher,0.358862845632668,0.3333333333333333,0.05
FashionMNIST,small,43,10,a2,output_weight_norm,baseline,activation_fisher,0.358862845632668,0.2631578947368421,0.1
FashionMNIST,small,43,10,a2,output_weight_norm,baseline,activation_fisher,0.358862845632668,0.28205128205128205,0.2
FashionMNIST,small,43,10,a1,mean_activation,baseline,activation_fisher,0.6453700789654383,0.3333333333333333,0.05
FashionMNIST,small,43,10,a1,mean_activation,baseline,activation_fisher,0.6453700789654383,0.28205128205128205,0.1
FashionMNIST,small,43,10,a1,mean_activation,baseline,activation_fisher,0.6453700789654383,0.3972602739726027,0.2
FashionMNIST,small,43,10,a2,mean_activation,baseline,activation_fisher,0.3946621497894159,0.5,0.05
FashionMNIST,small,43,10,a2,mean_activation,baseline,activation_fisher,0.3946621497894159,0.3333333333333333,0.1
FashionMNIST,small,43,10,a2,mean_activation,baseline,activation_fisher,0.3946621497894159,0.35135135135135137,0.2
FashionMNIST,small,43,10,a1,firing_rate,baseline,activation_fisher,0.6029395513455587,0.2631578947368421,0.05
FashionMNIST,small,43,10,a1,firing_rate,baseline,activation_fisher,0.6029395513455587,0.28205128205128205,0.1
FashionMNIST,small,43,10,a1,firing_rate,baseline,activation_fisher,0.6029395513455587,0.3972602739726027,0.2
FashionMNIST,small,43,10,a2,firing_rate,baseline,activation_fisher,0.4170541260916802,0.5,0.05
FashionMNIST,small,43,10,a2,firing_rate,baseline,activation_fisher,0.4170541260916802,0.4117647058823529,0.1
FashionMNIST,small,43,10,a2,firing_rate,baseline,activation_fisher,0.4170541260916802,0.3888888888888889,0.2
FashionMNIST,small,43,10,a1,activation_variance,baseline,activation_fisher,0.6352140077821011,0.2631578947368421,0.05
FashionMNIST,small,43,10,a1,activation_variance,baseline,activation_fisher,0.6352140077821011,0.35135135135135137,0.1
FashionMNIST,small,43,10,a1,activation_variance,baseline,activation_fisher,0.6352140077821011,0.43661971830985913,0.2
FashionMNIST,small,43,10,a2,activation_variance,baseline,activation_fisher,0.302731871452115,0.5,0.05
FashionMNIST,small,43,10,a2,activation_variance,baseline,activation_fisher,0.302731871452115,0.4117647058823529,0.1
FashionMNIST,small,43,10,a2,activation_variance,baseline,activation_fisher,0.302731871452115,0.28205128205128205,0.2
FashionMNIST,small,43,10,a1,class_selectivity,loss_free,activation_fisher,0.4234750514991989,0.14285714285714285,0.05
FashionMNIST,small,43,10,a1,class_selectivity,loss_free,activation_fisher,0.4234750514991989,0.28205128205128205,0.1
FashionMNIST,small,43,10,a1,class_selectivity,loss_free,activation_fisher,0.4234750514991989,0.3783783783783784,0.2
FashionMNIST,small,43,10,a2,class_selectivity,loss_free,activation_fisher,0.20399766526277238,0.5,0.05
FashionMNIST,small,43,10,a2,class_selectivity,loss_free,activation_fisher,0.20399766526277238,0.4117647058823529,0.1
FashionMNIST,small,43,10,a2,class_selectivity,loss_free,activation_fisher,0.20399766526277238,0.21951219512195122,0.2
FashionMNIST,small,43,10,a1,redundancy,loss_free,activation_fisher,-0.0970286116515621,0.0,0.05
FashionMNIST,small,43,10,a1,redundancy,loss_free,activation_fisher,-0.0970286116515621,0.02040816326530612,0.1
FashionMNIST,small,43,10,a1,redundancy,loss_free,activation_fisher,-0.0970286116515621,0.12087912087912088,0.2
FashionMNIST,small,43,10,a2,redundancy,loss_free,activation_fisher,-0.07483221915948901,0.09090909090909091,0.05
FashionMNIST,small,43,10,a2,redundancy,loss_free,activation_fisher,-0.07483221915948901,0.09090909090909091,0.1
FashionMNIST,small,43,10,a2,redundancy,loss_free,activation_fisher,-0.07483221915948901,0.1111111111111111,0.2
FashionMNIST,small,43,10,a1,hebbian,loss_free,activation_fisher,0.6838986324101625,0.3333333333333333,0.05
FashionMNIST,small,43,10,a1,hebbian,loss_free,activation_fisher,0.6838986324101625,0.35135135135135137,0.1
FashionMNIST,small,43,10,a1,hebbian,loss_free,activation_fisher,0.6838986324101625,0.45714285714285713,0.2
FashionMNIST,small,43,10,a2,hebbian,loss_free,activation_fisher,0.4880974180553012,0.5,0.05
FashionMNIST,small,43,10,a2,hebbian,loss_free,activation_fisher,0.4880974180553012,0.3333333333333333,0.1
FashionMNIST,small,43,10,a2,hebbian,loss_free,activation_fisher,0.4880974180553012,0.3888888888888889,0.2
FashionMNIST,small,43,10,a1,weight_fisher,loss_aware,activation_fisher,0.9017702849622339,0.8461538461538461,0.05
FashionMNIST,small,43,10,a1,weight_fisher,loss_aware,activation_fisher,0.9017702849622339,0.6666666666666666,0.1
FashionMNIST,small,43,10,a1,weight_fisher,loss_aware,activation_fisher,0.9017702849622339,0.6451612903225806,0.2
FashionMNIST,small,43,10,a2,weight_fisher,loss_aware,activation_fisher,0.7367011536348654,0.7142857142857143,0.05
FashionMNIST,small,43,10,a2,weight_fisher,loss_aware,activation_fisher,0.7367011536348654,0.7142857142857143,0.1
FashionMNIST,small,43,10,a2,weight_fisher,loss_aware,activation_fisher,0.7367011536348654,0.6129032258064516,0.2
