dataset,architecture,seed,epoch,layer,criterion,criterion_group,previous_epoch,spearman,topk_jaccard,topk_ratio
MNIST,deep,44,2,a1,activation_variance,baseline,1,0.5899588430556272,0.35135135135135137,0.05
MNIST,deep,44,2,a1,activation_variance,baseline,1,0.5899588430556272,0.8888888888888888,0.1
MNIST,deep,44,2,a1,activation_variance,baseline,1,0.5899588430556272,0.5111111111111111,0.2
MNIST,deep,44,2,a2,activation_variance,baseline,1,0.6793009614199059,0.47058823529411764,0.05
MNIST,deep,44,2,a2,activation_variance,baseline,1,0.6793009614199059,0.5454545454545454,0.1
MNIST,deep,44,2,a2,activation_variance,baseline,1,0.6793009614199059,0.5223880597014925,0.2
MNIST,deep,44,2,a3,activation_variance,baseline,1,0.8040621774785865,0.043478260869565216,0.05
MNIST,deep,44,2,a3,activation_variance,baseline,1,0.8040621774785865,0.6666666666666666,0.1
MNIST,deep,44,2,a3,activation_variance,baseline,1,0.8040621774785865,0.7586206896551724,0.2
MNIST,deep,44,2,a4,activation_variance,baseline,1,0.7980818843455033,0.2631578947368421,0.05
MNIST,deep,44,2,a4,activation_variance,baseline,1,0.7980818843455033,0.6666666666666666,0.1
MNIST,deep,44,2,a4,activation_variance,baseline,1,0.7980818843455033,0.6451612903225806,0.2
MNIST,deep,44,2,a5,activation_variance,baseline,1,0.6651562936440614,0.7142857142857143,0.05
MNIST,deep,44,2,a5,activation_variance,baseline,1,0.6651562936440614,0.8461538461538461,0.1
MNIST,deep,44,2,a5,activation_variance,baseline,1,0.6651562936440614,0.47058823529411764,0.2
MNIST,deep,44,2,a6,activation_variance,baseline,1,0.7161483076053856,0.5,0.05
MNIST,deep,44,2,a6,activation_variance,baseline,1,0.7161483076053856,1.0,0.1
MNIST,deep,44,2,a6,activation_variance,baseline,1,0.7161483076053856,0.6,0.2
MNIST,deep,44,2,a1,class_selectivity,loss_free,1,0.6474194016515161,0.21951219512195122,0.05
MNIST,deep,44,2,a1,class_selectivity,loss_free,1,0.6474194016515161,0.8888888888888888,0.1
MNIST,deep,44,2,a1,class_selectivity,loss_free,1,0.6474194016515161,0.4782608695652174,0.2
MNIST,deep,44,2,a2,class_selectivity,loss_free,1,0.6930251479445564,0.47058823529411764,0.05
MNIST,deep,44,2,a2,class_selectivity,loss_free,1,0.6930251479445564,0.59375,0.1
MNIST,deep,44,2,a2,class_selectivity,loss_free,1,0.6930251479445564,0.5223880597014925,0.2
MNIST,deep,44,2,a3,class_selectivity,loss_free,1,0.7815801569199721,0.6,0.05
MNIST,deep,44,2,a3,class_selectivity,loss_free,1,0.7815801569199721,0.6666666666666666,0.1
MNIST,deep,44,2,a3,class_selectivity,loss_free,1,0.7815801569199721,0.8214285714285714,0.2
MNIST,deep,44,2,a4,class_selectivity,loss_free,1,0.7926437100488244,0.4117647058823529,0.05
MNIST,deep,44,2,a4,class_selectivity,loss_free,1,0.7926437100488244,0.7241379310344828,0.1
MNIST,deep,44,2,a4,class_selectivity,loss_free,1,0.7926437100488244,0.6721311475409836,0.2
MNIST,deep,44,2,a5,class_selectivity,loss_free,1,0.6195931734003821,0.5,0.05
MNIST,deep,44,2,a5,class_selectivity,loss_free,1,0.6195931734003821,0.8461538461538461,0.1
MNIST,deep,44,2,a5,class_selectivity,loss_free,1,0.6195931734003821,0.42857142857142855,0.2
MNIST,deep,44,2,a6,class_selectivity,loss_free,1,0.6300209480832648,0.5,0.05
MNIST,deep,44,2,a6,class_selectivity,loss_free,1,0.6300209480832648,0.7142857142857143,0.1
MNIST,deep,44,2,a6,class_selectivity,loss_free,1,0.6300209480832648,0.3333333333333333,0.2
MNIST,deep,44,2,a1,firing_rate,baseline,1,0.6063353261075939,0.35135135135135137,0.05
MNIST,deep,44,2,a1,firing_rate,baseline,1,0.6063353261075939,0.8888888888888888,0.1
MNIST,deep,44,2,a1,firing_rate,baseline,1,0.6063353261075939,0.43661971830985913,0.2
MNIST,deep,44,2,a2,firing_rate,baseline,1,0.7726694043055338,0.47058823529411764,0.05
MNIST,deep,44,2,a2,firing_rate,baseline,1,0.7726694043055338,0.5692307692307692,0.1
MNIST,deep,44,2,a2,firing_rate,baseline,1,0.7726694043055338,0.5692307692307692,0.2
MNIST,deep,44,2,a3,firing_rate,baseline,1,0.8663389326130633,0.2631578947368421,0.05
MNIST,deep,44,2,a3,firing_rate,baseline,1,0.8663389326130633,0.47058823529411764,0.1
MNIST,deep,44,2,a3,firing_rate,baseline,1,0.8663389326130633,0.9245283018867925,0.2
MNIST,deep,44,2,a4,firing_rate,baseline,1,0.8312531262738349,0.3333333333333333,0.05
MNIST,deep,44,2,a4,firing_rate,baseline,1,0.8312531262738349,0.6666666666666666,0.1
MNIST,deep,44,2,a4,firing_rate,baseline,1,0.8312531262738349,0.7288135593220338,0.2
MNIST,deep,44,2,a5,firing_rate,baseline,1,0.7565860578928435,0.3333333333333333,0.05
MNIST,deep,44,2,a5,firing_rate,baseline,1,0.7565860578928435,0.7142857142857143,0.1
MNIST,deep,44,2,a5,firing_rate,baseline,1,0.7565860578928435,0.7857142857142857,0.2
MNIST,deep,44,2,a6,firing_rate,baseline,1,0.8608404978069142,0.2,0.05
MNIST,deep,44,2,a6,firing_rate,baseline,1,0.8608404978069142,0.5,0.1
MNIST,deep,44,2,a6,firing_rate,baseline,1,0.8608404978069142,0.8461538461538461,0.2
MNIST,deep,44,2,a1,hebbian,loss_free,1,0.5792020512466851,0.3157894736842105,0.05
MNIST,deep,44,2,a1,hebbian,loss_free,1,0.5792020512466851,0.8888888888888888,0.1
MNIST,deep,44,2,a1,hebbian,loss_free,1,0.5792020512466851,0.4782608695652174,0.2
MNIST,deep,44,2,a2,hebbian,loss_free,1,0.7239286422432177,0.47058823529411764,0.05
MNIST,deep,44,2,a2,hebbian,loss_free,1,0.7239286422432177,0.5223880597014925,0.1
MNIST,deep,44,2,a2,hebbian,loss_free,1,0.7239286422432177,0.5111111111111111,0.2
MNIST,deep,44,2,a3,hebbian,loss_free,1,0.8328035967447771,0.2,0.05
MNIST,deep,44,2,a3,hebbian,loss_free,1,0.8328035967447771,0.6129032258064516,0.1
MNIST,deep,44,2,a3,hebbian,loss_free,1,0.8328035967447771,0.8545454545454545,0.2
MNIST,deep,44,2,a4,hebbian,loss_free,1,0.8383481475804758,0.3333333333333333,0.05
MNIST,deep,44,2,a4,hebbian,loss_free,1,0.8383481475804758,0.6666666666666666,0.1
MNIST,deep,44,2,a4,hebbian,loss_free,1,0.8383481475804758,0.7288135593220338,0.2
MNIST,deep,44,2,a5,hebbian,loss_free,1,0.7607106122201853,0.09090909090909091,0.05
MNIST,deep,44,2,a5,hebbian,loss_free,1,0.7607106122201853,1.0,0.1
MNIST,deep,44,2,a5,hebbian,loss_free,1,0.7607106122201853,0.7241379310344828,0.2
MNIST,deep,44,2,a6,hebbian,loss_free,1,0.8596939068089203,0.5,0.05
MNIST,deep,44,2,a6,hebbian,loss_free,1,0.8596939068089203,0.7142857142857143,0.1
MNIST,deep,44,2,a6,hebbian,loss_free,1,0.8596939068089203,0.7142857142857143,0.2
MNIST,deep,44,2,a1,mean_activation,baseline,1,0.5617248706942727,0.28205128205128205,0.05
MNIST,deep,44,2,a1,mean_activation,baseline,1,0.5617248706942727,0.8888888888888888,0.1
MNIST,deep,44,2,a1,mean_activation,baseline,1,0.5617248706942727,0.4782608695652174,0.2
MNIST,deep,44,2,a2,mean_activation,baseline,1,0.7057019432804744,0.47058823529411764,0.05
MNIST,deep,44,2,a2,mean_activation,baseline,1,0.7057019432804744,0.5692307692307692,0.1
MNIST,deep,44,2,a2,mean_activation,baseline,1,0.7057019432804744,0.48905109489051096,0.2
MNIST,deep,44,2,a3,mean_activation,baseline,1,0.8075629051666806,0.09090909090909091,0.05
MNIST,deep,44,2,a3,mean_activation,baseline,1,0.8075629051666806,0.47058823529411764,0.1
MNIST,deep,44,2,a3,mean_activation,baseline,1,0.8075629051666806,0.7894736842105263,0.2
MNIST,deep,44,2,a4,mean_activation,baseline,1,0.850858920142781,0.2,0.05
MNIST,deep,44,2,a4,mean_activation,baseline,1,0.850858920142781,0.6666666666666666,0.1
MNIST,deep,44,2,a4,mean_activation,baseline,1,0.850858920142781,0.6721311475409836,0.2
MNIST,deep,44,2,a5,mean_activation,baseline,1,0.745697509714965,0.3333333333333333,0.05
MNIST,deep,44,2,a5,mean_activation,baseline,1,0.745697509714965,1.0,0.1
MNIST,deep,44,2,a5,mean_activation,baseline,1,0.745697509714965,0.6129032258064516,0.2
MNIST,deep,44,2,a6,mean_activation,baseline,1,0.824116576480006,0.5,0.05
MNIST,deep,44,2,a6,mean_activation,baseline,1,0.824116576480006,0.7142857142857143,0.1
MNIST,deep,44,2,a6,mean_activation,baseline,1,0.824116576480006,0.8461538461538461,0.2
MNIST,deep,44,2,a1,output_weight_norm,baseline,1,0.9419196714674815,0.7857142857142857,0.05
MNIST,deep,44,2,a1,output_weight_norm,baseline,1,0.9419196714674815,0.8214285714285714,0.1
MNIST,deep,44,2,a1,output_weight_norm,baseline,1,0.9419196714674815,0.6859504132231405,0.2
MNIST,deep,44,2,a2,output_weight_norm,baseline,1,0.7974688433412298,0.42857142857142855,0.05
MNIST,deep,44,2,a2,output_weight_norm,baseline,1,0.7974688433412298,0.5,0.1
MNIST,deep,44,2,a2,output_weight_norm,baseline,1,0.7974688433412298,0.5111111111111111,0.2
MNIST,deep,44,2,a3,output_weight_norm,baseline,1,0.8953822384985123,0.6,0.05
MNIST,deep,44,2,a3,output_weight_norm,baseline,1,0.8953822384985123,0.5625,0.1
MNIST,deep,44,2,a3,output_weight_norm,baseline,1,0.8953822384985123,0.6721311475409836,0.2
MNIST,deep,44,2,a4,output_weight_norm,baseline,1,0.8794546807049668,0.7142857142857143,0.05
MNIST,deep,44,2,a4,output_weight_norm,baseline,1,0.8794546807049668,0.5625,0.1
MNIST,deep,44,2,a4,output_weight_norm,baseline,1,0.8794546807049668,0.6721311475409836,0.2
MNIST,deep,44,2,a5,output_weight_norm,baseline,1,0.90104834279436,0.2,0.05
MNIST,deep,44,2,a5,output_weight_norm,baseline,1,0.90104834279436,0.7142857142857143,0.1
MNIST,deep,44,2,a5,output_weight_norm,baseline,1,0.90104834279436,0.5625,0.2
MNIST,deep,44,2,a6,output_weight_norm,baseline,1,0.9461996336996337,0.5,0.05
MNIST,deep,44,2,a6,output_weight_norm,baseline,1,0.9461996336996337,0.7142857142857143,0.1
MNIST,deep,44,2,a6,output_weight_norm,baseline,1,0.9461996336996337,0.7142857142857143,0.2
MNIST,deep,44,2,a1,redundancy,loss_free,1,0.7179425091270885,0.42857142857142855,0.05
MNIST,deep,44,2,a1,redundancy,loss_free,1,0.7179425091270885,0.4782608695652174,0.1
MNIST,deep,44,2,a1,redundancy,loss_free,1,0.7179425091270885,0.5338345864661654,0.2
MNIST,deep,44,2,a2,redundancy,loss_free,1,0.7656684563469502,0.35135135135135137,0.05
MNIST,deep,44,2,a2,redundancy,loss_free,1,0.7656684563469502,0.36,0.1
MNIST,deep,44,2,a2,redundancy,loss_free,1,0.7656684563469502,0.4782608695652174,0.2
