dataset,architecture,seed,epoch,layer,criterion,criterion_group,scoring_time_seconds,scoring_memory_mb,num_forward_passes,num_backward_passes,calibration_size,reference_calibration_size,spearman_vs_full,topk_jaccard_vs_full,topk_ratio
MNIST,deep,44,10,a1,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9845648546491866,0.35135135135135137,0.05
MNIST,deep,44,10,a1,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9845648546491866,0.43661971830985913,0.1
MNIST,deep,44,10,a1,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9845648546491866,0.9615384615384616,0.2
MNIST,deep,44,10,a2,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9825288018450118,0.6666666666666666,0.05
MNIST,deep,44,10,a2,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9825288018450118,0.8214285714285714,0.1
MNIST,deep,44,10,a2,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9825288018450118,0.8715596330275229,0.2
MNIST,deep,44,10,a3,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9903006385025915,0.6,0.05
MNIST,deep,44,10,a3,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9903006385025915,1.0,0.1
MNIST,deep,44,10,a3,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9903006385025915,0.9245283018867925,0.2
MNIST,deep,44,10,a4,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9903170272743763,0.7142857142857143,0.05
MNIST,deep,44,10,a4,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9903170272743763,0.9230769230769231,0.1
MNIST,deep,44,10,a4,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9903170272743763,0.9245283018867925,0.2
MNIST,deep,44,10,a5,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9923045347554337,0.2,0.05
MNIST,deep,44,10,a5,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9923045347554337,1.0,0.1
MNIST,deep,44,10,a5,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9923045347554337,0.9230769230769231,0.2
MNIST,deep,44,10,a6,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9889652014652015,0.2,0.05
MNIST,deep,44,10,a6,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9889652014652015,1.0,0.1
MNIST,deep,44,10,a6,hebbian,loss_free,0.10993768903426826,28.8232421875,1,0,128,2048,0.9889652014652015,1.0,0.2
MNIST,deep,44,10,a1,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.7546729461483365,0.21951219512195122,0.05
MNIST,deep,44,10,a1,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.7546729461483365,0.4782608695652174,0.1
MNIST,deep,44,10,a1,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.7546729461483365,0.7739130434782608,0.2
MNIST,deep,44,10,a2,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5322930671254027,0.35135135135135137,0.05
MNIST,deep,44,10,a2,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5322930671254027,0.2911392405063291,0.1
MNIST,deep,44,10,a2,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5322930671254027,0.29936305732484075,0.2
MNIST,deep,44,10,a3,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5995934864818895,0.2631578947368421,0.05
MNIST,deep,44,10,a3,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5995934864818895,0.9230769230769231,0.1
MNIST,deep,44,10,a3,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5995934864818895,0.59375,0.2
MNIST,deep,44,10,a4,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5691555461492683,0.7142857142857143,0.05
MNIST,deep,44,10,a4,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5691555461492683,0.7241379310344828,0.1
MNIST,deep,44,10,a4,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.5691555461492683,0.4782608695652174,0.2
MNIST,deep,44,10,a5,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.49748756047946807,0.3333333333333333,0.05
MNIST,deep,44,10,a5,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.49748756047946807,1.0,0.1
MNIST,deep,44,10,a5,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.49748756047946807,0.42857142857142855,0.2
MNIST,deep,44,10,a6,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.47225274725274724,0.5,0.05
MNIST,deep,44,10,a6,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.47225274725274724,0.3333333333333333,0.1
MNIST,deep,44,10,a6,activation_fisher,loss_aware,0.058538567973300815,33.30517578125,1,1,128,2048,0.47225274725274724,0.3333333333333333,0.2
MNIST,deep,44,10,a1,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9893168539864338,0.35135135135135137,0.05
MNIST,deep,44,10,a1,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9893168539864338,0.6190476190476191,0.1
MNIST,deep,44,10,a1,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9893168539864338,0.9615384615384616,0.2
MNIST,deep,44,10,a2,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9788220633419393,0.6129032258064516,0.05
MNIST,deep,44,10,a2,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9788220633419393,0.7586206896551724,0.1
MNIST,deep,44,10,a2,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9788220633419393,0.8715596330275229,0.2
MNIST,deep,44,10,a3,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9830322009357891,0.3333333333333333,0.05
MNIST,deep,44,10,a3,hebbian,loss_free,0.18654129595961422,29.6669921875,2,0,256,2048,0.9830322009357891,1.0,0.1
