dataset,architecture,seed,epoch,layer,criterion,criterion_group,reference_criterion,spearman,topk_jaccard,topk_ratio
MNIST,small,43,10,a1,output_weight_norm,baseline,activation_fisher,0.37125373323199035,0.8461538461538461,0.05
MNIST,small,43,10,a1,output_weight_norm,baseline,activation_fisher,0.37125373323199035,0.47058823529411764,0.1
MNIST,small,43,10,a1,output_weight_norm,baseline,activation_fisher,0.37125373323199035,0.2911392405063291,0.2
MNIST,small,43,10,a2,output_weight_norm,baseline,activation_fisher,0.15253616553744737,0.09090909090909091,0.05
MNIST,small,43,10,a2,output_weight_norm,baseline,activation_fisher,0.15253616553744737,0.09090909090909091,0.1
MNIST,small,43,10,a2,output_weight_norm,baseline,activation_fisher,0.15253616553744737,0.13636363636363635,0.2
MNIST,small,43,10,a1,mean_activation,baseline,activation_fisher,0.6166942065995694,0.8461538461538461,0.05
MNIST,small,43,10,a1,mean_activation,baseline,activation_fisher,0.6166942065995694,0.5151515151515151,0.1
MNIST,small,43,10,a1,mean_activation,baseline,activation_fisher,0.6166942065995694,0.5454545454545454,0.2
MNIST,small,43,10,a2,mean_activation,baseline,activation_fisher,0.3793432979307819,0.3333333333333333,0.05
MNIST,small,43,10,a2,mean_activation,baseline,activation_fisher,0.3793432979307819,0.3333333333333333,0.1
MNIST,small,43,10,a2,mean_activation,baseline,activation_fisher,0.3793432979307819,0.3157894736842105,0.2
MNIST,small,43,10,a1,firing_rate,baseline,activation_fisher,0.5032570686202602,0.8461538461538461,0.05
MNIST,small,43,10,a1,firing_rate,baseline,activation_fisher,0.5032570686202602,0.47058823529411764,0.1
MNIST,small,43,10,a1,firing_rate,baseline,activation_fisher,0.5032570686202602,0.45714285714285713,0.2
MNIST,small,43,10,a2,firing_rate,baseline,activation_fisher,0.22525608012920195,0.3333333333333333,0.05
MNIST,small,43,10,a2,firing_rate,baseline,activation_fisher,0.22525608012920195,0.2631578947368421,0.1
MNIST,small,43,10,a2,firing_rate,baseline,activation_fisher,0.22525608012920195,0.21951219512195122,0.2
MNIST,small,43,10,a1,activation_variance,baseline,activation_fisher,0.6564504245441605,0.8461538461538461,0.05
MNIST,small,43,10,a1,activation_variance,baseline,activation_fisher,0.6564504245441605,0.5151515151515151,0.1
MNIST,small,43,10,a1,activation_variance,baseline,activation_fisher,0.6564504245441605,0.5454545454545454,0.2
MNIST,small,43,10,a2,activation_variance,baseline,activation_fisher,0.44998626625160226,0.3333333333333333,0.05
MNIST,small,43,10,a2,activation_variance,baseline,activation_fisher,0.44998626625160226,0.3333333333333333,0.1
MNIST,small,43,10,a2,activation_variance,baseline,activation_fisher,0.44998626625160226,0.3888888888888889,0.2
MNIST,small,43,10,a1,class_selectivity,loss_free,activation_fisher,0.507758392526306,0.8461538461538461,0.05
MNIST,small,43,10,a1,class_selectivity,loss_free,activation_fisher,0.507758392526306,0.42857142857142855,0.1
MNIST,small,43,10,a1,class_selectivity,loss_free,activation_fisher,0.507758392526306,0.36,0.2
MNIST,small,43,10,a2,class_selectivity,loss_free,activation_fisher,0.3603048892144296,0.2,0.05
MNIST,small,43,10,a2,class_selectivity,loss_free,activation_fisher,0.3603048892144296,0.2,0.1
MNIST,small,43,10,a2,class_selectivity,loss_free,activation_fisher,0.3603048892144296,0.3888888888888889,0.2
MNIST,small,43,10,a1,redundancy,loss_free,activation_fisher,-0.23833748791939796,0.0,0.05
MNIST,small,43,10,a1,redundancy,loss_free,activation_fisher,-0.23833748791939796,0.02040816326530612,0.1
MNIST,small,43,10,a1,redundancy,loss_free,activation_fisher,-0.23833748791939796,0.0851063829787234,0.2
MNIST,small,43,10,a2,redundancy,loss_free,activation_fisher,-0.03347754432844948,0.0,0.05
MNIST,small,43,10,a2,redundancy,loss_free,activation_fisher,-0.03347754432844948,0.043478260869565216,0.1
MNIST,small,43,10,a2,redundancy,loss_free,activation_fisher,-0.03347754432844948,0.13636363636363635,0.2
MNIST,small,43,10,a1,hebbian,loss_free,activation_fisher,0.6193680837213961,0.8461538461538461,0.05
MNIST,small,43,10,a1,hebbian,loss_free,activation_fisher,0.6193680837213961,0.5151515151515151,0.1
MNIST,small,43,10,a1,hebbian,loss_free,activation_fisher,0.6193680837213961,0.5223880597014925,0.2
MNIST,small,43,10,a2,hebbian,loss_free,activation_fisher,0.35698017762314593,0.3333333333333333,0.05
MNIST,small,43,10,a2,hebbian,loss_free,activation_fisher,0.35698017762314593,0.2631578947368421,0.1
MNIST,small,43,10,a2,hebbian,loss_free,activation_fisher,0.35698017762314593,0.3157894736842105,0.2
MNIST,small,43,10,a1,weight_fisher,loss_aware,activation_fisher,0.8790317388785167,1.0,0.05
MNIST,small,43,10,a1,weight_fisher,loss_aware,activation_fisher,0.8790317388785167,0.7241379310344828,0.1
MNIST,small,43,10,a1,weight_fisher,loss_aware,activation_fisher,0.8790317388785167,0.7288135593220338,0.2
MNIST,small,43,10,a2,weight_fisher,loss_aware,activation_fisher,0.7615077366782641,0.5,0.05
MNIST,small,43,10,a2,weight_fisher,loss_aware,activation_fisher,0.7615077366782641,0.4117647058823529,0.1
MNIST,small,43,10,a2,weight_fisher,loss_aware,activation_fisher,0.7615077366782641,0.47058823529411764,0.2
