dataset,architecture,seed,epoch,layer,criterion,criterion_group,reference_criterion,spearman,topk_jaccard,topk_ratio
MNIST,medium,42,10,a1,output_weight_norm,baseline,activation_fisher,0.4873398455088683,0.7241379310344828,0.05
MNIST,medium,42,10,a1,output_weight_norm,baseline,activation_fisher,0.4873398455088683,0.6190476190476191,0.1
MNIST,medium,42,10,a1,output_weight_norm,baseline,activation_fisher,0.4873398455088683,0.5,0.2
MNIST,medium,42,10,a2,output_weight_norm,baseline,activation_fisher,0.45560073673019935,0.4117647058823529,0.05
MNIST,medium,42,10,a2,output_weight_norm,baseline,activation_fisher,0.45560073673019935,0.3157894736842105,0.1
MNIST,medium,42,10,a2,output_weight_norm,baseline,activation_fisher,0.45560073673019935,0.3076923076923077,0.2
MNIST,medium,42,10,a3,output_weight_norm,baseline,activation_fisher,0.32960423915033876,0.2,0.05
MNIST,medium,42,10,a3,output_weight_norm,baseline,activation_fisher,0.32960423915033876,0.2,0.1
MNIST,medium,42,10,a3,output_weight_norm,baseline,activation_fisher,0.32960423915033876,0.16279069767441862,0.2
MNIST,medium,42,10,a4,output_weight_norm,baseline,activation_fisher,-0.009661172161172162,0.5,0.05
MNIST,medium,42,10,a4,output_weight_norm,baseline,activation_fisher,-0.009661172161172162,0.2,0.1
MNIST,medium,42,10,a4,output_weight_norm,baseline,activation_fisher,-0.009661172161172162,0.2,0.2
MNIST,medium,42,10,a1,mean_activation,baseline,activation_fisher,0.7610944808767409,0.5625,0.05
MNIST,medium,42,10,a1,mean_activation,baseline,activation_fisher,0.7610944808767409,0.7,0.1
MNIST,medium,42,10,a1,mean_activation,baseline,activation_fisher,0.7610944808767409,0.6190476190476191,0.2
MNIST,medium,42,10,a2,mean_activation,baseline,activation_fisher,0.5592767171886959,0.8461538461538461,0.05
MNIST,medium,42,10,a2,mean_activation,baseline,activation_fisher,0.5592767171886959,0.47058823529411764,0.1
MNIST,medium,42,10,a2,mean_activation,baseline,activation_fisher,0.5592767171886959,0.43661971830985913,0.2
MNIST,medium,42,10,a3,mean_activation,baseline,activation_fisher,0.467828694378319,0.5,0.05
MNIST,medium,42,10,a3,mean_activation,baseline,activation_fisher,0.467828694378319,0.3333333333333333,0.1
MNIST,medium,42,10,a3,mean_activation,baseline,activation_fisher,0.467828694378319,0.35135135135135137,0.2
MNIST,medium,42,10,a4,mean_activation,baseline,activation_fisher,0.513095238095238,0.5,0.05
MNIST,medium,42,10,a4,mean_activation,baseline,activation_fisher,0.513095238095238,0.3333333333333333,0.1
MNIST,medium,42,10,a4,mean_activation,baseline,activation_fisher,0.513095238095238,0.3333333333333333,0.2
MNIST,medium,42,10,a1,firing_rate,baseline,activation_fisher,0.7036219929470154,0.5625,0.05
MNIST,medium,42,10,a1,firing_rate,baseline,activation_fisher,0.7036219929470154,0.7,0.1
MNIST,medium,42,10,a1,firing_rate,baseline,activation_fisher,0.7036219929470154,0.59375,0.2
MNIST,medium,42,10,a2,firing_rate,baseline,activation_fisher,0.30588397704966125,0.8461538461538461,0.05
MNIST,medium,42,10,a2,firing_rate,baseline,activation_fisher,0.30588397704966125,0.47058823529411764,0.1
MNIST,medium,42,10,a2,firing_rate,baseline,activation_fisher,0.30588397704966125,0.34210526315789475,0.2
MNIST,medium,42,10,a3,firing_rate,baseline,activation_fisher,0.07287605778125714,0.5,0.05
MNIST,medium,42,10,a3,firing_rate,baseline,activation_fisher,0.07287605778125714,0.3333333333333333,0.1
