dataset,architecture,seed,epoch,layer,criterion,criterion_group,previous_epoch,spearman,topk_jaccard,topk_ratio
MNIST,small,44,2,a1,activation_variance,baseline,1,0.49767436536857484,0.8461538461538461,0.05
MNIST,small,44,2,a1,activation_variance,baseline,1,0.49767436536857484,0.47058823529411764,0.1
MNIST,small,44,2,a1,activation_variance,baseline,1,0.49767436536857484,0.36,0.2
MNIST,small,44,2,a2,activation_variance,baseline,1,0.7986746838069961,0.5,0.05
MNIST,small,44,2,a2,activation_variance,baseline,1,0.7986746838069961,0.4117647058823529,0.1
MNIST,small,44,2,a2,activation_variance,baseline,1,0.7986746838069961,0.42857142857142855,0.2
MNIST,small,44,2,a1,class_selectivity,loss_free,1,0.7145786030168152,0.8461538461538461,0.05
MNIST,small,44,2,a1,class_selectivity,loss_free,1,0.7145786030168152,0.47058823529411764,0.1
MNIST,small,44,2,a1,class_selectivity,loss_free,1,0.7145786030168152,0.4166666666666667,0.2
MNIST,small,44,2,a2,class_selectivity,loss_free,1,0.8367460511691464,0.3333333333333333,0.05
MNIST,small,44,2,a2,class_selectivity,loss_free,1,0.8367460511691464,0.3333333333333333,0.1
MNIST,small,44,2,a2,class_selectivity,loss_free,1,0.8367460511691464,0.47058823529411764,0.2
MNIST,small,44,2,a1,firing_rate,baseline,1,0.6942023630641845,1.0,0.05
MNIST,small,44,2,a1,firing_rate,baseline,1,0.6942023630641845,0.47058823529411764,0.1
MNIST,small,44,2,a1,firing_rate,baseline,1,0.6942023630641845,0.5223880597014925,0.2
MNIST,small,44,2,a2,firing_rate,baseline,1,0.7311802113131287,0.7142857142857143,0.05
MNIST,small,44,2,a2,firing_rate,baseline,1,0.7311802113131287,0.7142857142857143,0.1
MNIST,small,44,2,a2,firing_rate,baseline,1,0.7311802113131287,0.5625,0.2
MNIST,small,44,2,a1,hebbian,loss_free,1,0.5684313161618373,0.8461538461538461,0.05
MNIST,small,44,2,a1,hebbian,loss_free,1,0.5684313161618373,0.47058823529411764,0.1
MNIST,small,44,2,a1,hebbian,loss_free,1,0.5684313161618373,0.34210526315789475,0.2
MNIST,small,44,2,a2,hebbian,loss_free,1,0.7034762368752764,0.7142857142857143,0.05
MNIST,small,44,2,a2,hebbian,loss_free,1,0.7034762368752764,0.7142857142857143,0.1
MNIST,small,44,2,a2,hebbian,loss_free,1,0.7034762368752764,0.47058823529411764,0.2
MNIST,small,44,2,a1,mean_activation,baseline,1,0.5373367727831359,0.8461538461538461,0.05
MNIST,small,44,2,a1,mean_activation,baseline,1,0.5373367727831359,0.47058823529411764,0.1
MNIST,small,44,2,a1,mean_activation,baseline,1,0.5373367727831359,0.3972602739726027,0.2
MNIST,small,44,2,a2,mean_activation,baseline,1,0.7400769381601573,1.0,0.05
MNIST,small,44,2,a2,mean_activation,baseline,1,0.7400769381601573,0.5,0.1
MNIST,small,44,2,a2,mean_activation,baseline,1,0.7400769381601573,0.47058823529411764,0.2
MNIST,small,44,2,a1,output_weight_norm,baseline,1,0.9408195525291829,0.7142857142857143,0.05
MNIST,small,44,2,a1,output_weight_norm,baseline,1,0.9408195525291829,0.7857142857142857,0.1
MNIST,small,44,2,a1,output_weight_norm,baseline,1,0.9408195525291829,0.6721311475409836,0.2
MNIST,small,44,2,a2,output_weight_norm,baseline,1,0.9443439846182018,0.7142857142857143,0.05
MNIST,small,44,2,a2,output_weight_norm,baseline,1,0.9443439846182018,0.6,0.1
MNIST,small,44,2,a2,output_weight_norm,baseline,1,0.9443439846182018,0.7857142857142857,0.2
MNIST,small,44,2,a1,redundancy,loss_free,1,0.7876219309143011,0.3333333333333333,0.05
MNIST,small,44,2,a1,redundancy,loss_free,1,0.7876219309143011,0.3888888888888889,0.1
MNIST,small,44,2,a1,redundancy,loss_free,1,0.7876219309143011,0.43661971830985913,0.2
MNIST,small,44,2,a2,redundancy,loss_free,1,0.7112249657455706,0.2,0.05
MNIST,small,44,2,a2,redundancy,loss_free,1,0.7112249657455706,0.4117647058823529,0.1
MNIST,small,44,2,a2,redundancy,loss_free,1,0.7112249657455706,0.25,0.2
MNIST,small,44,3,a1,activation_variance,baseline,2,0.500861293170174,0.8461538461538461,0.05
MNIST,small,44,3,a1,activation_variance,baseline,2,0.500861293170174,0.5625,0.1
MNIST,small,44,3,a1,activation_variance,baseline,2,0.500861293170174,0.3076923076923077,0.2
MNIST,small,44,3,a2,activation_variance,baseline,2,0.7775755859034115,0.5,0.05
MNIST,small,44,3,a2,activation_variance,baseline,2,0.7775755859034115,0.3333333333333333,0.1
MNIST,small,44,3,a2,activation_variance,baseline,2,0.7775755859034115,0.5625,0.2
MNIST,small,44,3,a1,class_selectivity,loss_free,2,0.6538295354882832,0.8461538461538461,0.05
MNIST,small,44,3,a1,class_selectivity,loss_free,2,0.6538295354882832,0.5625,0.1
MNIST,small,44,3,a1,class_selectivity,loss_free,2,0.6538295354882832,0.43661971830985913,0.2
MNIST,small,44,3,a2,class_selectivity,loss_free,2,0.836585093690183,0.3333333333333333,0.05
MNIST,small,44,3,a2,class_selectivity,loss_free,2,0.836585093690183,0.4117647058823529,0.1
MNIST,small,44,3,a2,class_selectivity,loss_free,2,0.836585093690183,0.6666666666666666,0.2
MNIST,small,44,3,a1,firing_rate,baseline,2,0.6863850688855289,0.8461538461538461,0.05
